sepal_length,sepal_width,petal_length,petal_width,species
5.0450704418122765,2.5082033965736628,3.0180239006876945,1.1649242848157884,Iris-versicolor
6.325516518950463,2.1154811948537833,4.542051993310452,1.4136508852243423,Iris-versicolor
5.257496765255928,3.8143034365028137,1.4706601686775684,0.3953482687473297,Iris-setosa
6.6751683607697485,3.201700273365714,5.785461129248143,2.362764048576355,Iris-virginica
5.595236752927304,2.678166303038597,4.077750083431601,1.3692660734057427,Iris-versicolor
6.707484894245861,3.0938463509082794,5.048317101597786,2.373469512164593,Iris-virginica
4.811740496754647,3.0379145838320256,1.4942680094391108,0.2466398113408518,Iris-setosa
5.205867862701416,3.366332849219222,1.6756543129682542,0.11226891428232194,Iris-setosa
4.436831598728896,2.867771977186203,1.4284150224179029,0.3852493733167648,Iris-setosa
6.847619271278381,3.1322698891162872,5.878478740900755,2.16629653275013,Iris-virginica
6.478961469605565,3.1498631246387965,5.078239022195339,1.78511144220829,Iris-virginica
4.9940714552998555,2.9817239753901963,1.2743234276771545,0.3334943175315857,Iris-setosa
5.131239324808122,3.068164557218552,1.4740498125553132,0.15681702718138696,Iris-setosa
6.030854519456625,3.0708388477563857,4.630303993821143,1.4919241946190596,Iris-versicolor
5.60371932387352,2.383493411913514,3.837763353437185,1.053845586627722,Iris-versicolor
7.371688497066496,3.299462136626244,6.230377942323685,1.837925347685814,Iris-virginica
5.1085342168807975,3.235880503058433,1.5064564928412438,0.3544225595891476,Iris-setosa
4.680727793648839,3.0494588285684587,1.4975912630558017,0.17149647027254106,Iris-setosa
6.678148769587279,3.3155489509925244,5.6559456035494815,2.40288120508194,Iris-virginica
5.780425319075585,3.2340611860156065,4.819205354154111,1.7654694572091103,Iris-versicolor
5.472064116597176,3.4671594366431235,1.3658651858568192,0.3436688236892224,Iris-setosa
6.3659791976213445,3.0255073866443976,4.9649049133062375,1.8172111317515371,Iris-virginica
7.6752096772193905,3.002284960122779,6.625517534464597,2.076275706663728,Iris-virginica
7.709651673026383,2.9177140846848486,6.5751320540905,1.8836925104260445,Iris-virginica
5.61432736068964,3.1597702354192734,4.089166481792927,1.2388123355805871,Iris-versicolor
4.421579948067665,3.298712858557701,1.5034684032201766,0.2763149805366993,Iris-setosa
5.219757182896137,3.798857097327709,1.5409292876720428,0.3390295930206776,Iris-setosa
5.347375543415547,3.7675432950258254,1.357150773704052,0.2218473941087723,Iris-setosa
7.0453507840633405,3.0414100311696535,5.094427058100701,1.5137772522866726,Iris-versicolor
5.436126783490182,2.5945035889744763,4.023767931386828,1.4034531742334366,Iris-versicolor
5.673096305504441,4.072762818261982,1.4845170869724824,0.3705180320888758,Iris-setosa
5.1591448135674005,3.573194831609726,1.32019172757864,0.3748195201158523,Iris-setosa
5.847159630805254,2.743619193136692,4.2831007114272905,0.7486814558506012,Iris-versicolor
5.5933033692650485,2.9726044327020644,3.7070207506418233,1.475422802567482,Iris-versicolor
4.837367563694715,3.1240734234452248,1.3040522202849387,0.020730695128440862,Iris-setosa
4.747376191616058,2.9055075198411937,1.4120338946580886,0.18025107979774474,Iris-setosa
6.643997789174319,3.2396821886301033,4.464542137086392,1.4003552350972313,Iris-versicolor
6.2717798735946415,2.521065128967166,5.654781098462262,1.896625593164936,Iris-virginica
7.665933454036713,3.802923750318586,6.463494324684143,2.0868397653102875,Iris-virginica
5.040515514463186,3.4663439951837063,1.4845170869724824,0.3145481318235397,Iris-setosa
6.435412583500147,2.82758551761508,5.661419453471899,2.0504354596138,Iris-virginica
4.496342448890209,3.0982696384191515,1.4845170869724824,0.2428527556359768,Iris-setosa
5.959185816347599,2.2279179960489275,5.1896384209394455,1.4539492800831797,Iris-virginica
5.452427685260774,3.3917453438043594,1.496860104799271,0.09169815182685853,Iris-setosa
6.193847703933716,3.229915316402912,5.947275694459678,2.5548365600407124,Iris-virginica
6.013161419890821,2.381930258870125,4.0737514421343795,0.9920335290953516,Iris-versicolor
4.736072640120983,3.4822422429919238,1.9194748751819133,0.2621367022395134,Iris-setosa
7.647749298065901,3.1314516365528107,6.118434528261423,2.6031225204467767,Iris-virginica
6.0601164199411865,2.9439387351274484,3.9336613342165943,1.1762464076280594,Iris-versicolor
5.603065025806427,2.472337501123548,4.955693814903499,2.0525675639510155,Iris-virginica
5.8172834787517775,2.63379957228899,4.2831007114272905,1.141346913576126,Iris-versicolor
4.511537907645106,2.242836984992027,1.2538501910865307,0.1658512681722641,Iris-setosa
