Id,Label
0,4
1,4
2,1
3,1
4,3
5,3
6,0
7,4
8,1
9,3
10,3
11,4
12,2
13,2
14,0
15,3
16,0
17,4
18,3
19,1
20,2
21,0
22,2
23,4
24,3
25,2
26,4
27,4
28,2
29,4
30,1
31,1
32,2
33,0
34,1
35,4
36,3
37,1
38,0
39,4
40,3
41,1
42,3
43,2
44,4
45,2
46,0
47,2
48,3
49,2
50,1
51,1
52,1
53,4
54,0
55,3
56,2
57,4
58,1
59,1
60,3
61,3
62,1
63,1
64,3
65,3
66,4
67,3
68,2
69,0
70,3
71,0
72,1
73,2
74,0
75,3
76,2
77,3
78,0
79,3
80,0
81,0
82,2
83,1
84,4
85,0
86,0
87,0
88,4
89,2
90,2
91,1
92,0
93,3
94,1
95,1
96,0
97,0
98,0
99,4
100,4
101,3
102,0
103,0
104,1
105,4
106,0
107,3
108,1
109,4
110,4
111,1
112,2
113,1
114,1
115,0
116,3
117,3
118,1
119,0
120,1
121,2
122,3
123,1
124,3
125,2
126,1
127,1
128,4
129,0
130,4
131,0
132,0
133,1
134,1
135,3
136,3
137,0
138,0
139,4
140,2
141,2
142,1
143,0
144,4
145,0
146,0
147,3
148,4
149,4
150,4
151,1
152,4
153,1
154,4
155,1
156,4
157,3
158,0
159,3
160,3
161,4
162,1
163,0
164,1
165,1
166,0
167,2
168,3
169,4
170,0
171,4
172,3
173,2
174,0
175,1
176,4
177,2
178,4
179,3
180,3
181,3
182,1
183,1
184,2
185,3
186,3
187,2
188,3
189,1
190,2
191,4
192,2
193,4
194,2
195,0
196,0
197,4
198,2
199,2
200,4
201,2
202,1
203,2
204,2
205,3
206,2
207,2
208,3
209,0
210,0
211,1
212,4
213,3
214,4
215,1
216,4
217,2
218,4
219,3
220,4
221,1
222,3
223,1
224,2
225,4
226,3
227,3
228,2
229,0
230,1
231,3
232,2
233,4
234,4
235,1
236,4
237,4
238,3
239,2
240,3
241,4
242,3
243,1
244,2
245,3
246,4
247,0
248,1
249,1
250,0
251,0
252,1
253,3
254,4
255,3
256,0
257,2
258,2
259,1
260,1
261,1
262,1
263,4
264,4
265,4
266,4
267,3
268,2
269,4
270,0
271,3
272,4
273,3
274,2
275,1
276,3
277,0
278,0
279,0
280,0
281,4
282,1
283,0
284,3
285,0
286,0
287,4
288,0
289,4
290,4
291,1
292,1
293,0
294,0
295,3
296,1
297,3
298,0
299,3
300,1
301,4
302,3
303,1
304,4
305,0
306,3
307,0
308,0
309,2
310,1
311,4
312,4
313,4
314,3
315,2
316,3
317,2
318,4
319,0
320,1
321,3
322,4
323,2
324,2
325,2
326,1
327,0
328,3
329,4
330,0
331,4
332,1
333,4
334,1
335,4
336,1
337,2
338,3
339,0
340,1
341,0
342,4
343,2
344,2
345,2
346,1
347,4
348,0
349,1
350,3
351,1
352,0
353,1
354,2
355,1
356,4
357,0
358,4
359,0
360,2
361,1
362,2
363,2
364,0
365,0
366,0
367,1
368,2
369,0
370,1
371,2
372,4
373,0
374,1
375,2
376,3
377,2
378,1
379,0
380,2
381,3
382,0
383,3
384,1
385,0
386,2
387,3
388,1
389,1
390,2
391,0
392,3
393,2
394,4
395,2
396,0
397,3
398,1
399,4
400,0
401,2
402,1
403,0
404,1
405,1
406,2
407,1
408,4
409,4
410,3
411,4
412,2
413,3
414,0
415,4
416,3
417,0
418,0
419,0
420,4
421,4
422,3
423,1
424,3
425,1
426,3
427,0
428,0
429,2
430,4
431,3
432,0
433,1
434,2
435,2
436,1
437,0
438,1
439,1
440,1
441,3
442,3
443,0
444,3
445,2
446,4
447,0
448,3
449,1
450,2
451,3
452,0
453,1
454,4
455,1
456,0
457,4
458,4
459,2
460,0
461,4
462,1
463,0
464,2
465,4
466,2
467,2
468,3
469,2
470,1
471,1
472,0
473,3
474,2
475,2
476,4
477,3
478,0
479,1
480,2
481,4
482,0
483,2
484,1
485,1
486,4
487,4
488,2
489,2
490,4
491,4
492,3
493,4
494,4
495,3
496,1
497,2
498,0
499,4
500,3
501,1
502,4
503,0
504,3
505,1
506,1
507,3
508,3
509,1
510,3
511,0
512,0
513,2
514,0
515,0
516,1
517,0
518,0
519,4
520,4
521,2
522,2
523,3
524,3
525,0
526,2
527,1
528,4
529,0
530,4
531,2
532,3
533,3
534,1
535,4
536,2
537,2
538,2
539,2
540,0
541,3
542,0
543,2
544,2
545,2
546,3
547,0
548,1
549,3
550,1
551,1
552,1
553,4
554,1
555,4
556,4
557,3
558,0
559,4
560,1
561,2
562,4
563,2
564,4
565,3
566,4
567,2
568,1
569,0
570,3
571,2
572,2
573,2
574,1
575,1
576,1
577,1
578,4
579,4
580,3
581,1
582,4
583,0
584,4
585,3
586,2
587,4
588,0
589,3
590,2
591,3
592,3
593,1
594,2
595,2
596,1
597,0
598,0
599,0
600,2
601,3
602,1
603,3
604,1
605,2
606,3
607,1
608,3
609,4
610,4
611,4
612,4
613,4
614,1
615,4
616,4
617,4
618,0
619,0
620,2
621,4
622,4
623,3
624,3
625,3
626,1
627,0
628,4
629,0
630,4
631,1
632,0
633,4
634,4
635,1
636,0
637,3
638,2
639,3
640,3
641,4
642,1
643,3
644,0
645,4
646,3
647,4
648,4
649,2
650,2
651,2
652,2
653,4
654,4
655,2
656,1
657,1
658,3
659,3
660,4
661,4
662,3
663,3
664,3
665,4
666,0
667,0
668,1
669,3
670,1
671,4
672,3
673,2
674,0
675,4
676,0
677,2
678,3
679,0
680,3
681,4
682,2
683,2
684,3
685,0
686,2
687,1
688,1
689,0
690,0
691,1
692,3
693,2
694,0
695,4
696,3
697,0
698,1
699,1
700,2
701,1
702,2
703,0
704,0
705,2
706,1
707,2
708,4
709,1
710,3
711,3
712,4
713,0
714,1
715,3
716,3
717,0
718,0
719,2
720,2
721,4
722,3
723,0
724,4
725,2
726,3
727,1
728,1
729,1
730,0
731,2
732,4
733,3
734,1
735,4
736,4
737,2
738,1
739,0
740,0
741,4
742,2
743,3
744,3
745,4
746,3
747,4
748,3
749,3
750,4
751,0
752,2
753,0
754,0
755,3
756,2
757,0
758,4
759,4
760,2
761,0
762,0
763,1
764,2
765,3
766,2
767,2
768,4
769,4
770,0
771,4
772,0
773,4
774,2
775,1
776,1
777,2
778,3
779,2
780,4
781,1
782,0
783,0
784,1
785,1
786,1
787,2
788,3
789,3
790,0
791,3
792,0
793,2
794,4
795,3
796,0
797,2
798,0
799,0
800,4
801,4
802,1
803,3
804,0
805,0
806,0
807,2
808,3
809,1
810,4
811,4
812,4
813,1
814,1
815,4
816,4
817,0
818,4
819,1
820,1
821,0
822,3
823,4
824,1
825,3
826,0
827,0
828,4
829,4
830,2
831,0
832,1
833,1
834,0
835,1
836,1
837,1
838,3
839,4
840,0
841,1
842,4
843,1
844,3
845,1
846,4
847,4
848,0
849,1
850,0
851,3
852,0
853,4
854,1
855,1
856,0
857,2
858,2
859,4
860,1
861,3
862,2
863,2
864,0
865,0
866,3
867,3
868,1
869,2
870,0
871,2
872,1
873,3
874,0
875,1
876,1
877,4
878,3
879,4
880,4
881,2
882,3
883,3
884,2
885,1
886,2
887,4
888,2
889,3
890,0
891,3
892,1
893,4
894,4
895,4
896,1
897,0
898,0
899,2
900,3
901,4
902,3
903,1
904,1
905,3
906,2
907,4
908,1
909,0
910,3
911,2
912,2
913,1
914,2
915,1
916,1
917,0
918,0
919,2
920,0
921,2
922,0
923,2
924,3
925,3
926,0
927,2
928,0
929,1
930,4
931,2
932,3
933,3
934,3
935,2
936,2
937,1
938,3
939,4
940,3
941,3
942,2
943,2
944,3
945,1
946,3
947,2
948,2
949,3
950,2
951,2
952,2
953,0
954,0
955,2
956,1
957,0
958,4
959,0
960,4
961,1
962,3
963,0
964,0
965,3
966,3
967,4
968,4
969,0
970,3
971,2
972,3
973,2
974,0
975,1
976,2
977,3
978,0
979,3
980,0
981,3
982,3
983,0
984,4
985,3
986,2
987,1
988,2
989,1
990,3
991,4
992,2
993,2
994,2
995,0
996,3
997,0
998,3
999,4
1000,0
1001,3
1002,2
1003,3
1004,0
1005,3
1006,2
1007,2
1008,3
1009,2
1010,4
1011,1
1012,1
1013,4
1014,3
1015,4
1016,0
1017,0
1018,3
1019,0
1020,0
1021,3
1022,4
1023,0
1024,0
1025,1
1026,2
1027,3
1028,4
1029,1
1030,4
1031,1
1032,4
1033,4
1034,3
1035,0
1036,3
1037,2
1038,1
1039,0
1040,2
1041,4
1042,2
1043,0
1044,0
1045,1
1046,3
1047,0
1048,4
1049,0
1050,4
1051,3
1052,0
1053,1
1054,2
1055,0
1056,4
1057,2
1058,2
1059,4
1060,2
1061,3
1062,3
1063,2
1064,0
1065,4
1066,0
1067,0
1068,3
1069,0
1070,4
1071,2
1072,3
1073,4
1074,0
1075,0
1076,2
1077,2
1078,3
1079,2
1080,0
1081,0
1082,1
1083,4
1084,2
1085,2
1086,3
1087,3
1088,3
1089,3
1090,1
1091,1
1092,2
1093,1
1094,2
1095,4
1096,3
1097,0
1098,3
1099,1
1100,3
1101,2
1102,0
1103,3
1104,3
1105,0
1106,2
1107,3
1108,1
1109,3
1110,2
1111,2
1112,2
1113,4
1114,2
1115,1
1116,0
1117,4
1118,4
1119,2
1120,1
1121,4
1122,3
1123,0
1124,4
1125,3
1126,2
1127,3
1128,1
1129,1
1130,2
1131,4
1132,0
1133,0
1134,2
1135,4
1136,0
1137,2
1138,0
1139,0
1140,2
1141,0
1142,3
1143,1
1144,3
1145,4
1146,0
1147,1
1148,2
1149,1
1150,1
1151,0
1152,2
1153,2
1154,3
1155,2
1156,3
1157,1
1158,3
1159,4
1160,4
1161,0
1162,2
1163,4
1164,0
1165,3
1166,4
1167,0
1168,0
1169,4
1170,3
1171,0
1172,2
1173,2
1174,2
1175,3
1176,2
1177,3
1178,3
1179,1
1180,1
1181,1
1182,0
1183,4
1184,2
1185,3
1186,1
1187,2
1188,3
1189,4
1190,1
1191,1
1192,0
1193,3
1194,1
1195,0
1196,0
1197,4
1198,0
1199,0
1200,2
1201,4
1202,4
1203,0
1204,0
1205,3
1206,3
1207,3
1208,1
1209,0
1210,0
1211,1
1212,0
1213,0
1214,0
1215,1
1216,2
1217,2
1218,2
1219,4
1220,0
1221,4
1222,2
1223,1
1224,0
1225,0
1226,1
1227,1
